task,task_name,level,episode,goals,settle_ok,heading,heading_cap_rad,final_x_m,final_y_m,travelled_m,dist_to_next_goal_m,dist_to_last_goal_m,alive_at_end,switches,refused_ticks,steps_alive,frac_WALK,frac_TROT,frac_TURN,yaw_moment,yaw_moment_gain,partial,skill,start_phase,foot_comp,steps
1,forward_ramp_lips,9,0,1,1,heading-only,0.02,1.066290283203159,2.430922126770019,0.4359911478311819,1.5930738562718565,13.490593819627875,0,,,,,,,off,5.0,0,TROT,first,on,1000
2,sphere_bump_lips,0,0,1,1,heading-only,0.02,4.31880521774292,3.4547588348388665,3.623643379371012,2.2758245841362146,12.11882713616098,0,,,,,,,off,5.0,0,TROT,first,on,1000
2,sphere_bump_lips,1,0,1,1,heading-only,0.02,2.629281616210939,2.9519187927246087,1.886983829518739,1.0619440591571967,13.504310540094036,0,,,,,,,off,5.0,0,TROT,first,on,1000
2,sphere_bump_lips,2,0,1,1,heading-only,0.02,1.3385345458984403,2.177737426757812,0.3823561581002086,1.253595513949443,14.362565250755976,0,,,,,,,off,5.0,0,TROT,first,on,1000
2,sphere_bump_lips,3,0,1,1,heading-only,0.02,9.606716918945324,15.597792816162109,16.09271716007367,15.952989584379928,14.800132656047705,0,,,,,,,off,5.0,0,TROT,first,on,1000
2,sphere_bump_lips,4,0,1,1,heading-only,0.02,3.3860534667968807,1.6756660461425774,2.4079957765823017,1.4011110730915413,11.36857393533261,0,,,,,,,off,5.0,0,TROT,first,on,1000
2,sphere_bump_lips,5,0,1,1,heading-only,0.02,10.155715942382812,14.941640090942382,15.852860393666814,15.698268344834927,13.667325291457573,0,,,,,,,off,5.0,0,TROT,first,on,1000
2,sphere_bump_lips,6,0,1,1,heading-only,0.02,2.4034515380859602,1.6655437469482415,1.4427533416912501,1.1196659520783006,11.651349795663933,0,,,,,,,off,5.0,0,TROT,first,on,1000
2,sphere_bump_lips,7,0,1,1,heading-only,0.02,2.001727294921892,1.6430923461914055,1.0634099147265306,1.1350503396094938,11.903624508432463,0,,,,,,,off,5.0,0,TROT,first,on,1000
2,sphere_bump_lips,8,0,1,1,heading-only,0.02,2.5243041992187614,1.5768367767333977,1.5819514547802438,1.1257110998628992,10.9838502095036,0,,,,,,,off,5.0,0,TROT,first,on,1000
2,sphere_bump_lips,9,0,1,1,heading-only,0.02,8.403112792968784,13.430817794799804,13.618725141632382,13.226294568129124,12.377258727771197,0,,,,,,,off,5.0,0,TROT,first,on,1000
3,forward_ramp_no_lips,0,0,1,1,heading-only,0.02,1.607366919517517,2.674185562133786,0.9074253396912869,1.1877269112461386,9.416797882335773,0,,,,,,,off,5.0,0,TROT,first,on,1000
3,forward_ramp_no_lips,1,0,1,1,heading-only,0.02,1.5237976074218764,2.595898437499997,0.7933844473871543,1.1457318206019447,9.445019136754595,0,,,,,,,off,5.0,0,TROT,first,on,1000
3,forward_ramp_no_lips,2,0,1,1,heading-only,0.02,1.508082580566409,2.528942871093747,0.7334360705309755,1.13060807431698,9.20712367716257,0,,,,,,,off,5.0,0,TROT,first,on,1000
3,forward_ramp_no_lips,3,0,1,1,heading-only,0.02,1.7296798706054801,2.730398941040036,1.0324317539863042,1.116290627333744,9.049842973766582,0,,,,,,,off,5.0,0,TROT,first,on,1000
3,forward_ramp_no_lips,4,0,1,1,heading-only,0.02,2.141561889648443,2.0149314880371065,1.1416595364786855,0.3094284358286534,8.958450553881182,0,,,,,,,off,5.0,0,TROT,first,on,1000
3,forward_ramp_no_lips,5,0,1,1,heading-only,0.02,1.6903839111328125,2.7502124786376925,1.0195335736770756,1.1698976249316881,9.539162275626992,0,,,,,,,off,5.0,0,TROT,first,on,1000
3,forward_ramp_no_lips,6,0,1,1,heading-only,0.02,1.3198486328125227,2.153557586669919,0.3548000568431883,1.083561009399039,9.331414923100052,0,,,,,,,off,5.0,0,TROT,first,on,1000
3,forward_ramp_no_lips,7,0,1,1,heading-only,0.02,1.360247802734392,2.4455249786376925,0.5729493746964681,1.1438948689598984,9.400315890045604,0,,,,,,,off,5.0,0,TROT,first,on,1000
3,forward_ramp_no_lips,8,0,1,1,heading-only,0.02,1.4444702148437614,2.5054519653320284,0.6730790898113457,1.0296313485248012,9.718682529016599,0,,,,,,,off,5.0,0,TROT,first,on,1000
3,forward_ramp_no_lips,9,0,1,1,heading-only,0.02,1.394262695312534,2.4952152252197237,0.6329938326749526,1.1565439117562506,9.768298136183173,0,,,,,,,off,5.0,0,TROT,first,on,1000
4,flush_a_frame,0,0,1,1,heading-only,0.02,1.7528561353683472,2.4039482116699205,0.8543807806084416,1.2819917764698314,13.353255164973286,1,,,,,,,off,5.0,0,TROT,first,on,1000
4,flush_a_frame,1,0,1,1,heading-only,0.02,1.2928367614746108,2.092684173583983,0.30715423634370403,1.5096539880177455,12.80749860723276,0,,,,,,,off,5.0,0,TROT,first,on,1000
4,flush_a_frame,2,0,1,1,heading-only,0.02,1.246028137207034,2.253389739990233,0.3531801305706212,1.4337777692994909,13.056430896493984,0,,,,,,,off,5.0,0,TROT,first,on,1000
4,flush_a_frame,3,0,1,1,heading-only,0.02,1.3057983398437614,2.054941558837889,0.31069470471628224,1.5020596548900886,13.394314341832498,0,,,,,,,off,5.0,0,TROT,first,on,1000
4,flush_a_frame,4,0,1,1,heading-only,0.02,1.3487915039062557,2.3515686035156236,0.495233274503151,1.4810941326385336,13.855669499711558,0,,,,,,,off,5.0,0,TROT,first,on,1000
4,flush_a_frame,5,0,1,1,heading-only,0.02,1.439361572265625,2.5651840209960923,0.7158711956581528,1.1787463780824543,12.673247349255577,0,,,,,,,off,5.0,0,TROT,first,on,1000
4,flush_a_frame,6,0,1,1,heading-only,0.02,1.2589050292968977,2.3156723022460923,0.40826562015503554,1.493721342396895,12.245164559293523,0,,,,,,,off,5.0,0,TROT,first,on,1000
4,flush_a_frame,7,0,1,1,heading-only,0.02,1.2192718505859546,2.26859893798828,0.3467355389166518,1.2927159535991928,12.383641423231765,0,,,,,,,off,5.0,0,TROT,first,on,1000
4,flush_a_frame,8,0,1,1,heading-only,0.02,1.1833312988281364,2.5216316223144517,0.5529104037078867,1.3692785421920426,13.726583690310768,0,,,,,,,off,5.0,0,TROT,first,on,1000
